Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
real estates leads,3,3,110,31,19.49,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.43,125,"0, 4, 4, 66, 80, 100, 100, 80, 52, 52, 33, 33",2026-08-07,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, Discussions and forums, AI overview","commercial, informational",Things to know
real estates leads,15,15,110,31,19.49,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.43,125,"0, 4, 4, 66, 80, 100, 100, 80, 52, 52, 33, 33",2026-08-07,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, Discussions and forums, AI overview","commercial, informational",Organic
how do i determine my home value,67,67,110,76,3.43,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.67,126,"0, 2, 2, 9, 0, 1, 0, 1, 100, 0, 1, 7",2026-09-04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
real asset portfolio management,25,25,110,23,0.00,https://www.housecanary.com/blog/real-estate-asset-management,0,0,0.00,0.03,138,"53, 34, 42, 7, 7, 65, 100, 80, 34, 53, 42, 42",2026-09-12,"Video, People also ask, Related searches, AI overview",informational,Organic
how to calculate fair rental value,41,41,90,22,2.97,https://www.housecanary.com/blog/find-perfect-rent-rate-housecanary-rental-cma,0,0,0.00,0.26,157,"45, 36, 63, 81, 63, 63, 63, 81, 100, 100, 100, 63",2026-08-01,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
sales yield,43,43,70,21,0.00,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.33,120,"11, 82, 64, 29, 29, 52, 64, 52, 41, 64, 11, 11",2026-08-26,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
real estate forecast next 10 years,18,18,210,20,2.25,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.08,131,"20, 25, 16, 13, 11, 8, 4, 4, 3, 2, 3, 7",2026-08-30,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
real estate market forecast 2026,18,18,170,45,1.60,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.1,125,"12, 23, 43, 23, 12, 66, 35, 66, 100, 66, 35, 28",2026-08-09,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cash flow rental property investments,14,0,40,32,0.00,https://www.housecanary.com/blog/how-to-maximize-cash-flow-for-rental-properties,0,0,0.00,0,140,"100, 100",2026-09-21,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
what is the real estate market like right now,25,25,50,50,1.34,https://www.housecanary.com/blog/real-estate-market-trends,0,0,0.00,0.23,207,"11, 11, 11, 11, 11, 11, 11, 100, 11, 11, 64, 82",2026-08-09,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
determine value of house,52,52,260,78,2.37,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.62,128,"0, 54, 100, 14, 66, 100, 81, 22, 54, 66, 81, 43",2026-08-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
will the housing market crash in the next 10 years,45,45,260,37,0.87,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.01,141,"2, 2, 2, 5, 9, 29, 23, 44, 44, 54, 81, 100",2026-08-11,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
will the housing market crash in the next 10 years,49,49,260,37,0.87,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.01,141,"2, 2, 2, 5, 9, 29, 23, 44, 44, 54, 81, 100",2026-08-11,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to use ai for real estate,1,1,30,50,3.42,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0.66,174,"18, 18, 27, 27, 63, 18, 27, 18, 18, 18, 36, 18",2026-07-28,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
how to use ai for real estate,7,7,30,50,3.42,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0.66,174,"18, 18, 27, 27, 63, 18, 27, 18, 18, 18, 36, 18",2026-07-28,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
alice springs real estate market trends 2024 2025 2026,30,30,90,,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0,5920000,"100, 19, 4",2026-08-02,"Sitelinks, Video, People also ask, Related searches",informational,Organic
alice springs real estate market trends 2024 2025 2026,84,84,90,,0.00,https://www.housecanary.com/blog/real-estate-market-trends,0,0,0.00,0,5920000,"100, 19, 4",2026-08-02,"Sitelinks, Video, People also ask, Related searches",informational,Organic
lead generation software for real estate,7,7,40,32,15.49,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.18,146,"5, 41, 52, 29, 23, 23, 11, 52, 17, 11, 17, 11",2026-08-10,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
2024 housing market predictions,18,18,50,45,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0,137,"0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0",2026-08-02,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
2024 housing market predictions,20,20,50,45,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0,137,"0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0",2026-08-02,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
my book house set value,35,35,40,13,0.00,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.44,170,"100, 100, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18",2026-07-31,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
my book house set value,62,62,40,13,0.00,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.44,170,"100, 100, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18",2026-07-31,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
api rental,1,1,30,9,3.93,https://www.housecanary.com/blog/real-estate-api,0,0,0.00,0.08,112,"18, 18, 27, 36, 36, 36, 36, 36, 27, 36, 27, 36",2026-08-19,"Local pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",commercial,AI overview
what is cap rate in real estate,47,48,4400,29,0.16,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.4,132,"29, 23, 29, 23, 23, 19, 23, 23, 36, 44, 100, 44",2026-09-21,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",,Organic
house and property values,24,24,70,66,2.53,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.51,2140,"36, 63, 63, 100, 63, 45, 45, 45, 45, 63, 63, 36",2026-09-05,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
how to find out how much my house is worth,69,69,720,78,3.66,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.74,127,"55, 36, 67, 76, 45, 36, 45, 36, 76, 55, 76, 76",2026-09-17,"Video, People also ask, Related searches, AI overview",informational,Organic
cap rate calculation formula,1,1,140,40,0.51,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.29,122,"34, 53, 15, 26, 26, 80, 80, 80, 34, 100, 42, 26",2026-08-20,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,AI overview
what my property worth,45,45,90,77,4.37,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.09,138,"1, 1, 0, 1, 1, 11, 1, 0, 54, 3, 100, 6",2026-08-17,"Video, People also ask, Related searches",informational,Organic
house values estimate,57,57,260,79,2.37,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.62,139,"17, 14, 7, 7, 7, 21, 100, 21, 21, 26, 26, 39",2026-09-07,"Video, People also ask, Related searches, AI overview",informational,Organic
real estate investor collections,31,31,260,2,0.00,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0,202000000,"35, 100",2026-09-07,"Reviews, Video, People also ask, AI overview",informational,Organic
explain cap rate in real estate,9,9,90,38,0.12,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.5,130,"11, 11, 64, 11, 41, 64, 82, 64, 100, 64, 82, 41",2026-09-03,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
percentage return on rental property,28,28,110,43,1.28,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.07,134,"65, 34, 26, 26, 26, 34, 26, 34, 26, 100, 42, 42",2026-09-08,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
ai buyers agent,8,8,30,22,5.50,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0.57,109,"50, 75, 75, 75, 75, 75, 75, 75, 50, 100, 50, 25",2026-09-01,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
real estate review sentiment analysis methods,42,42,260,8,0.00,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0,121,"100, 0, 0, 0, 0, 0",2026-08-25,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
a.r.v meaning,22,22,260,2,0.20,https://www.housecanary.com/blog/arv,0,0,0.00,0.04,101000,"0, 0, 0, 0, 0, 0, 66, 54, 0, 0, 0, 0",2026-09-08,"Video, People also ask, AI overview",informational,Organic
top provider automated borrower-lender matchmaking,93,93,50,10,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0,371000,"14, 100, 100, 78, 28, 0, 0, 0, 0, 7, 50",2026-08-25,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
rental revenue,48,48,70,30,5.73,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.05,131,"19, 33, 42, 19, 9, 23, 33, 80, 23, 33, 42, 42",2026-09-12,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
how does assuming a mortgage work,21,21,210,51,0.24,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.19,131,"53, 66, 66, 43, 43, 35, 35, 43, 43, 43, 66, 53",2026-09-09,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
what is the value of the house,10,10,110,73,2.28,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.33,182,"19, 23, 100, 9, 52, 66, 66, 33, 52, 52, 66, 66",2026-08-09,"Video, Ads bottom, Related searches, Discussions and forums, AI overview",informational,Organic
seller leads for real estate agents,10,10,140,29,21.98,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.77,128,"100, 100, 64, 82, 82, 82, 82, 64, 82, 64, 64, 64",2026-09-12,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
homevaluation,42,42,110,64,2.49,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.46,139,"0, 0, 1, 0, 24, 13, 10, 0, 0, 0, 45, 0",2026-08-07,"Video, Ads bottom, Video Carousel, Related searches",informational,Organic
property market trends,36,36,70,82,0.00,https://www.housecanary.com/blog/real-estate-market-trends,0,0,0.00,0.33,142,"19, 7, 7, 15, 26, 26, 26, 19, 11, 42, 42, 100",2026-08-08,"Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
real estate investment outlook,45,45,50,66,3.31,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.11,133,"19, 26, 26, 7, 7, 11, 7, 7, 42, 7, 53, 7",2026-09-13,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
ai assistant for real estate,10,10,90,21,10.68,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0.33,141,"64, 100, 78, 35, 78, 78, 50, 64, 78, 50, 28, 78",2026-08-11,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
loan valuation,63,63,90,15,4.35,https://www.housecanary.com/industries/private-money-lenders,0,0,0.00,0.06,130,"81, 81, 81, 63, 81, 63, 63, 81, 63, 81, 100, 63",2026-08-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what is the estimate value,47,47,170,78,0.00,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.33,130,"0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 1, 100",2026-09-13,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what is the estimate value,60,60,170,78,0.00,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.33,130,"0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 1, 100",2026-09-13,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
find a house value,65,65,40,76,2.62,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.6,138,"0, 5, 2, 10, 5, 0, 2, 100, 0, 0, 2, 5",2026-09-02,"Video, People also ask, Related searches",commercial,Organic
avm real estate,42,42,720,36,3.37,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.15,113,"59, 72, 72, 72, 72, 59, 59, 72, 59, 59, 88, 72",2026-08-26,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
avm real estate,83,83,720,36,3.37,https://www.housecanary.com/industries/capital-markets,0,0,0.00,0.15,113,"59, 72, 72, 72, 72, 59, 59, 72, 59, 59, 88, 72",2026-08-26,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
avm real estate,93,93,720,36,3.37,https://www.housecanary.com/resources/our-avm,0,0,0.00,0.15,113,"59, 72, 72, 72, 72, 59, 59, 72, 59, 59, 88, 72",2026-08-26,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how do you figure cap rate,12,12,210,33,0.14,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.42,129,"81, 100, 65, 81, 65, 53, 53, 81, 65, 81, 65, 53",2026-08-26,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
will there be a housing market crash,35,35,320,31,6.40,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.01,120,"29, 36, 44, 29, 44, 36, 36, 29, 29, 36, 44, 44",2026-08-17,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
best software for flipping houses,27,27,40,10,0.00,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0,82,"19, 23, 14, 19, 19, 14, 23, 23, 23, 19, 19, 4",2026-09-13,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
alto built-in ai for estate agents,10,10,70,18,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0,139,100,2026-09-19,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
real estate investment software free,5,5,30,21,4.43,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0.28,129,"28, 71, 100, 28, 14, 71, 0, 57, 28, 28, 14, 100",2026-09-01,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
how can i check the value of my home,43,43,70,75,3.52,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.74,134,"81, 63, 81, 81, 81, 45, 63, 63, 63, 100, 81, 18",2026-08-18,"Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
whats home worth,67,67,90,77,3.26,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.23,134,"9, 19, 9, 42, 52, 33, 42, 42, 52, 52, 66, 66",2026-09-02,"Video, People also ask, Related searches, AI overview",informational,Organic
property technology companies external homemover data integration,19,0,70,0,0.00,https://www.housecanary.com/blog/real-estate-api,0,0,0.00,0,37500,100,2026-09-21,"Reviews, Video, People also ask, AI overview",informational,Organic
value your home,57,57,720,79,3.50,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.65,136,"24, 13, 20, 20, 30, 76, 24, 36, 100, 76, 100, 100",2026-08-01,"Video, Video Carousel, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
housing prices predictions 2026,18,18,50,42,2.33,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.07,125,"0, 0, 0, 0, 0, 14, 100, 78, 78, 78, 50, 0",2026-09-05,"Video, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
market value of house,49,49,70,77,2.56,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.6,138,"1, 23, 5, 11, 23, 1, 1, 1, 1, 28, 1, 28",2026-08-19,"Video, People also ask, Related searches, AI overview",informational,Organic
market value of house,66,66,70,77,2.56,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.6,138,"1, 23, 5, 11, 23, 1, 1, 1, 1, 28, 1, 28",2026-08-19,"Video, People also ask, Related searches, AI overview",informational,Organic
florida housing market 2026,13,13,70,41,0.00,https://www.housecanary.com/blog/florida-housing-market,0,0,0.00,0.33,101,"5, 11, 11, 11, 11, 23, 17, 64, 100, 100, 64, 11",2026-09-06,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
assume home loans,18,18,390,56,1.56,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.11,126,"0, 0, 0, 3, 3, 3, 3, 1, 100, 1, 3, 0",2026-08-07,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
avm for real estate,14,14,70,35,3.37,https://www.housecanary.com/blog/real-estate-avm-accuracy,0,0,0.00,0.15,116,"11, 17, 41, 29, 29, 100, 29, 52, 100, 29, 23, 52",2026-09-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
avm for real estate,68,68,70,35,3.37,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.15,116,"11, 17, 41, 29, 29, 100, 29, 52, 100, 29, 23, 52",2026-09-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how much is that house worth,53,53,40,63,3.27,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.52,196,"0, 0, 4, 4, 2, 100, 0, 0, 0, 0, 2, 2",2026-07-31,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
what is cap ratio,40,9,50,43,0.00,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.02,130,"44, 77, 77, 100, 55, 77, 55, 55, 0, 55, 77, 55",2026-09-21,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
home canary,1,1,70,17,13.77,https://www.housecanary.com/,0,0,0.00,0.66,170,"6, 15, 12, 12, 6, 9, 100, 43, 34, 15, 6, 6",2026-09-05,"Knowledge panel, Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",navigational,People also ask
home canary,1,1,70,17,13.77,https://www.housecanary.com/resources/about-us,0,0,0.00,0.66,170,"6, 15, 12, 12, 6, 9, 100, 43, 34, 15, 6, 6",2026-09-05,"Knowledge panel, Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",navigational,People also ask
us housing market forecast 2025,14,14,170,59,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0,133,"24, 20, 24, 0, 0, 0, 0, 0, 0, 3, 0, 0",2026-07-30,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how much is my house worth,53,53,18100,70,3.01,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.65,83,"54, 54, 44, 44, 44, 29, 36, 29, 36, 54, 66, 54",2026-09-17,"Video, Ads bottom, People also ask, Related searches, AI overview",,Organic
housing market 2026 outlook,22,22,40,49,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.26,128,"0, 11, 11, 100, 11, 11, 11",2026-09-01,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to calculate avr,19,19,40,18,0.00,https://www.housecanary.com/blog/arv,0,0,0.00,0.01,131,"23, 23, 23, 17, 23, 29, 23, 17, 23, 11, 17, 11",2026-08-05,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
how to calculate avr,23,23,40,18,0.00,https://www.housecanary.com/blog/arv,0,0,0.00,0.01,131,"23, 23, 23, 17, 23, 29, 23, 17, 23, 11, 17, 11",2026-08-05,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
when will housing market get better,20,20,90,46,0.41,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.06,134,"41, 82, 82, 64, 64, 82, 64, 41, 23, 41, 41, 64",2026-08-11,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to find the market value of a house,68,68,140,77,2.07,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.52,129,"28, 28, 43, 35, 28, 28, 28, 35, 28, 66, 35, 53",2026-08-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
artificial intelligence and real estate,90,90,140,64,4.53,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-investors,0,0,0.00,0.5,130,"2, 19, 5, 5, 7, 4, 7, 7, 7, 10, 100, 15",2026-08-13,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
fair market value rental property calculator,21,21,50,52,2.27,https://www.housecanary.com/blog/find-perfect-rent-rate-housecanary-rental-cma,0,0,0.00,0.48,124,"19, 19, 26, 19, 26, 19, 26, 19, 19, 19, 11, 11",2026-09-14,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
calculating the cap rate,8,8,140,38,0.79,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.14,132,"100, 3, 3, 15, 1, 15, 15, 11, 81, 15, 15, 5",2026-07-31,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
real estate lead generator,12,12,590,34,19.49,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.43,133,"8, 16, 13, 13, 10, 10, 13, 13, 8, 8, 20, 8",2026-08-09,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
resimate,47,47,70,34,2.47,https://www.housecanary.com/,0,0,0.00,0.38,109,"0, 66, 42, 52, 52, 0, 0, 23, 0, 33, 19, 100",2026-08-21,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches",navigational,Organic
house price forecast,32,32,210,75,2.33,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.1,139,"8, 8, 8, 6, 5, 3, 3, 3, 16, 6, 100, 8",2026-09-14,"Video, People also ask, Related searches, AI overview",transactional,Organic
assumable va loans,21,21,590,44,3.83,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.25,131,"67, 36, 45, 36, 55, 45, 36, 30, 30, 30, 55, 30",2026-09-15,"Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
house appraisal value,58,58,260,77,2.90,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.42,137,"3, 20, 13, 3, 16, 1, 11, 13, 16, 2, 31, 25",2026-09-08,"Video, People also ask, Related searches, AI overview",informational,Organic
real estate trends 2025,14,14,210,87,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.36,134,"54, 67, 54, 54, 29, 15, 2, 2, 2, 2, 2, 2",2026-09-14,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
real estate trends 2025,45,45,210,87,0.00,https://www.housecanary.com/blog/real-estate-market-trends,0,0,0.00,0.36,134,"54, 67, 54, 54, 29, 15, 2, 2, 2, 2, 2, 2",2026-09-14,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
real estate trends 2025,58,58,210,87,0.00,https://www.housecanary.com/blog/housing-market-forecast,0,0,0.00,0.36,134,"54, 67, 54, 54, 29, 15, 2, 2, 2, 2, 2, 2",2026-09-14,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
going-in cap rate,12,12,50,12,0.00,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.04,139,"45, 81, 81, 27, 63, 63, 45, 63, 63, 45, 18, 0",2026-08-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
mortgage avm,19,19,70,34,8.25,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.09,109,"21, 35, 50, 50, 35, 35, 35, 35, 100, 35, 64, 35",2026-08-21,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
housing market forcast,20,20,170,69,1.84,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.15,140,"1, 11, 11, 7, 3, 7, 3, 3, 3, 5, 5, 5",2026-08-22,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
arv mean,28,28,90,11,0.20,https://www.housecanary.com/blog/arv,0,0,0.00,0.04,133,"10, 5, 30, 0, 1, 0, 1, 10, 1, 1, 1, 1",2026-08-21,"Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
generating real estate leads online,19,19,50,28,19.49,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.43,125,"0, 35, 35, 35, 35, 100, 35, 28, 21, 21, 14, 28",2026-08-07,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
calculate cap rate on real estate,1,1,70,29,1.17,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.26,201,"0, 1, 0, 0, 0, 29, 19, 0, 29, 0, 0, 19",2026-08-12,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
google properties,25,25,110,57,5.03,https://www.housecanary.com/google,0,0,0.00,0.06,108,"66, 66, 42, 66, 66, 66, 52, 80, 52, 66, 33, 23",2026-08-07,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
real estate trends in florida,17,17,40,35,1.44,https://www.housecanary.com/blog/florida-housing-market,0,0,0.00,0.07,130,"55, 33, 44, 33, 44, 22, 55, 100, 55, 77, 0, 0",2026-09-20,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
what is capitalization rate in real estate,13,13,70,34,0.12,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.24,134,"9, 9, 9, 9, 52, 9, 33, 14, 80, 52, 100, 33",2026-08-30,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
electronic valuation,46,46,210,35,0.00,https://www.housecanary.com/blog/automated-valuation-model,0,0,0.00,0.33,140,"0, 2, 2, 1, 1, 2, 1, 0, 0, 1, 1, 2",2026-08-19,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
real estate prospecting services,9,9,40,44,0.00,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.33,108,"100, 18, 27, 18, 18, 18, 18, 18, 100, 18, 18, 18",2026-09-12,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
